uid	username	map_id	mods	n320	n300	n200	n100	n50	miss	score_id	lazer
20021208	Goshujin Sama	5042671	HT	2504	2002	243	15	11	25	641742372	0
20021208	Goshujin Sama	4973733		3141	1874	193	32	12	48	621269110	0
20021208	Goshujin Sama	4498837		2442	2481	390	60	30	70	643513364	0
20021208	Goshujin Sama	2727115	MR	4678	2854	304	43	15	52	649971679	0
20021208	Goshujin Sama	3594454		2020	526	40	3	3	8	611036577	0
20021208	Goshujin Sama	4005910	NC	1105	703	158	20	8	28	649054345	0
20021208	Goshujin Sama	1227568	NC	2396	1262	150	18	6	16	650285926	0
20021208	Goshujin Sama	3449261		3029	1742	203	40	19	44	643517416	0
20021208	Goshujin Sama	1615738	NC	3419	1687	165	13	14	22	610996798	0
20021208	Goshujin Sama	4249332		3056	1904	119	15	13	14	649859509	0
20021208	Goshujin Sama	3537060		2351	1084	186	24	4	21	650955639	0
20021208	Goshujin Sama	3950097		4474	2432	314	30	11	27	604255467	0
20021208	Goshujin Sama	4616615		3393	2438	444	98	46	120	649851279	0
20021208	Goshujin Sama	1742328	NC	2331	1419	184	44	16	47	652663790	0
20021208	Goshujin Sama	4520624		4405	2784	354	70	20	58	643723004	0
20021208	Goshujin Sama	4624979		3419	2176	275	38	12	42	649860298	0
20021208	Goshujin Sama	1679790	HT+MR	2120	1040	177	15	4	13	602822551	0
20021208	Goshujin Sama	1802831		4761	1923	162	21	4	18	649049918	0
20021208	Goshujin Sama	1900585	DT	1404	455	123	52	11	25	649858815	0
20021208	Goshujin Sama	4722298	DT	2497	2516	514	94	28	108	643519522	0
20021208	Goshujin Sama	3924687	HT	3125	2851	240	37	17	30	649849977	0
20021208	Goshujin Sama	5048955		3083	1878	159	28	7	49	649055646	0
20021208	Goshujin Sama	4129720		4162	2756	535	115	94	167	649849292	0
20021208	Goshujin Sama	3838918	MR	4187	2062	192	24	11	40	603033435	0
20021208	Goshujin Sama	4492096		5646	2068	338	84	60	104	602553468	0
20021208	Goshujin Sama	4496118		3906	1142	174	53	18	38	603241108	0
20021208	Goshujin Sama	3547073		6031	2425	292	26	6	27	611956726	0
20021208	Goshujin Sama	3682399		4651	3308	647	112	27	118	650079868	0
20021208	Goshujin Sama	1630021	NC	1973	1682	265	55	12	40	650284375	0
20021208	Goshujin Sama	3735376		5555	2407	284	35	17	55	649970119	0
20021208	Goshujin Sama	4763049	HT	3652	1649	401	56	27	45	602938721	0
20021208	Goshujin Sama	3479099		3425	1368	176	11	4	16	628703395	0
20021208	Goshujin Sama	4065224	HT	2899	1204	101	14	9	14	603146106	0
20021208	Goshujin Sama	4973092	MR	2808	3168	516	62	80	66	650954712	0
20021208	Goshujin Sama	3809992		4678	3631	725	220	49	212	649755601	0
20021208	Goshujin Sama	4264808		334	256	31	0	1	0	642497104	0
20021208	Goshujin Sama	3719385	DT	2785	1293	138	8	9	19	607719468	0
20021208	Goshujin Sama	4478869		4048	3070	564	133	58	127	649847644	0
20202332	HAIBOKUU	689769	DT	2294	760	113	27	7	50	519461583	0
20202332	HAIBOKUU	992512		4591	1133	102	22	3	40	652888780	0
20202332	HAIBOKUU	767046	DT	2371	1081	259	54	9	79	519461071	0
20202332	HAIBOKUU	975667	DT	2628	853	147	27	2	43	642088716	0
20202332	HAIBOKUU	2749117		2023	621	34	5	2	10	519458204	0
20202332	HAIBOKUU	5207902		1636	407	48	9	9	17	652889595	0
20202332	HAIBOKUU	3413575		1504	417	64	8	5	15	642087532	0
20202332	HAIBOKUU	1023071		1299	611	64	5	4	8	511889348	0
20202332	HAIBOKUU	1293172		4061	1004	112	10	6	28	527759944	0
20202332	HAIBOKUU	1535607	NC+MR	2421	755	70	23	4	22	510564397	0
20202332	HAIBOKUU	1243559		1439	540	146	27	2	33	519455920	0
20202332	HAIBOKUU	1315053		1310	504	84	12	4	14	508161755	0
20202332	HAIBOKUU	5013533		647	88	2	3	0	4	652614330	0
20202332	HAIBOKUU	532796		1446	547	49	6	1	4	550807127	0
20202332	HAIBOKUU	983881	DT	1956	556	91	24	10	26	642089302	0
20202332	HAIBOKUU	2311409		1595	400	60	0	3	7	527760719	0
20202332	HAIBOKUU	1912526		2544	902	150	40	8	39	652835385	0
20202332	HAIBOKUU	3497908		2392	849	68	1	0	6	497829175	0
20202332	HAIBOKUU	1408345	DT	1844	798	119	21	2	35	500643547	0
20202332	HAIBOKUU	1920615	MR	2574	877	107	25	1	24	519456595	0
20202332	HAIBOKUU	1181795		3256	950	78	35	5	71	511172241	0
20202332	HAIBOKUU	421066	HT	3157	1030	70	9	0	13	503675889	0
20202332	HAIBOKUU	1294900		2370	1130	96	11	3	14	508157622	0
20202332	HAIBOKUU	847379		2482	921	112	9	1	16	497828551	0
20202332	HAIBOKUU	1905201		3190	1176	147	27	8	29	508139390	0
20202332	HAIBOKUU	2162156	HT	3676	1142	177	34	5	34	519331109	0
20202332	HAIBOKUU	905576	DT	2172	882	101	22	3	22	500640373	0
20202332	HAIBOKUU	2399799	DT	860	202	37	14	2	15	518726736	0
20202332	HAIBOKUU	2149349	DT+MR	1411	710	246	71	21	66	510563165	0
20202332	HAIBOKUU	1214526		1737	633	92	15	5	26	511170056	0
20202332	HAIBOKUU	846927	DT	1602	642	116	30	6	29	509126781	0
20202332	HAIBOKUU	724149		1300	445	49	7	4	8	499900325	0
20202332	HAIBOKUU	2755520		2532	694	35	11	2	12	501782438	0
20202332	HAIBOKUU	830047	NC	1215	662	151	36	5	64	511679789	0
20202332	HAIBOKUU	1129049	NC	750	165	38	11	5	9	514511366	0
20202332	HAIBOKUU	2333831		1310	665	126	21	10	39	511888120	0
20202332	HAIBOKUU	2460194	MR	1315	590	85	16	3	15	511170975	0
20202332	HAIBOKUU	1216881	MR	1234	461	90	19	6	20	511891490	0
20202332	HAIBOKUU	3525778	DT	854	365	54	21	4	23	510561807	0
20202332	HAIBOKUU	774837		1483	283	15	1	0	0	526849373	0
20202332	HAIBOKUU	2387330	DT	1219	808	195	31	6	28	502903340	0
20202332	HAIBOKUU	893899		2404	960	107	9	8	16	507396148	0
20202332	HAIBOKUU	1964176	DT	1345	340	25	13	6	23	524518868	0
20202332	HAIBOKUU	834370	DT	1132	507	108	28	12	42	502906381	0
20202332	HAIBOKUU	763657		1269	436	38	10	6	12	506622186	0
20202332	HAIBOKUU	1009933		1603	437	44	14	6	23	507521156	0
20202332	HAIBOKUU	3413573		1299	461	30	4	2	13	511877407	0
20202332	HAIBOKUU	1092805		1215	436	49	23	4	14	506625179	0
20202332	HAIBOKUU	1001780	SD+HT	1713	469	27	1	0	0	491864347	0
20202332	HAIBOKUU	1850934		1474	535	92	28	4	26	511169157	0
20202332	HAIBOKUU	758198	DT	930	425	44	11	9	16	507395309	0
20202332	HAIBOKUU	2054608		1685	383	8	0	0	0	501654873	0
20202332	HAIBOKUU	770127	HT	1645	648	137	11	2	18	502075967	0
20202332	HAIBOKUU	1171715		3059	712	36	12	0	28	506614524	0
20202332	HAIBOKUU	3525702		908	481	41	6	2	6	502178317	0
20202332	HAIBOKUU	2536733		941	377	59	16	6	15	500651557	0
20202332	HAIBOKUU	2598323		2144	982	85	5	5	16	501771683	0
20202332	HAIBOKUU	1967430	NC	880	566	140	60	9	49	511676540	0
20202332	HAIBOKUU	2505027		1653	456	30	1	1	3	527762236	0
20202332	HAIBOKUU	4055755		1115	151	1	0	0	0	589995669	0
20202332	HAIBOKUU	2977854		1473	609	90	22	2	24	500652092	0
20202332	HAIBOKUU	747621		2189	646	33	7	1	7	506616439	0
20202332	HAIBOKUU	1565693		2328	768	53	2	4	9	501654132	0
20202332	HAIBOKUU	2568205		2492	1003	81	9	4	18	506623856	0
20202332	HAIBOKUU	1021312		1150	638	207	51	11	24	525831934	0
20202332	HAIBOKUU	2654196		1508	513	52	3	1	13	509982649	0
20202332	HAIBOKUU	1245015		1262	563	114	26	9	22	508138112	0
20202332	HAIBOKUU	1154599		1224	417	39	3	3	7	501654557	0
20202332	HAIBOKUU	1370973	DT	472	303	63	9	4	13	487845007	0
20202332	HAIBOKUU	3179013		2491	611	13	3	0	1	492921415	0
20202332	HAIBOKUU	770129	HT	1588	491	40	1	0	0	491864861	0
20202332	HAIBOKUU	3093960		1261	378	45	13	5	14	506615953	0
20202332	HAIBOKUU	1263100	NC	1817	989	297	71	20	87	511675156	0
20202332	HAIBOKUU	1863987		2613	708	18	1	1	2	491994732	0
20202332	HAIBOKUU	1727102		1248	502	54	3	2	13	506620531	0
20202332	HAIBOKUU	735806		1470	228	10	1	0	2	526846115	0
20202332	HAIBOKUU	862667	DT	1151	393	81	19	8	45	524402492	0
20202332	HAIBOKUU	1237220		1486	425	33	9	1	2	493232135	0
20202332	HAIBOKUU	1248862		1147	279	6	1	1	3	505428214	0
20202332	HAIBOKUU	2567925	HT	1694	617	55	4	1	6	492728378	0
20202332	HAIBOKUU	2031389		1432	370	20	1	0	2	491993909	0
20202332	HAIBOKUU	3274871		986	368	19	4	1	6	505431596	0
20202332	HAIBOKUU	1971029		1924	885	82	10	9	27	510559787	0
20202332	HAIBOKUU	1091460		1403	440	37	6	0	1	486305079	0
20202332	HAIBOKUU	484669		1147	419	29	4	0	5	492919381	0
20202332	HAIBOKUU	901050		1184	524	88	23	6	20	506621452	0
20202332	HAIBOKUU	2256446		2352	662	39	2	1	1	486300811	0
20202332	HAIBOKUU	753769		1144	303	17	0	0	0	492916467	0
20202332	HAIBOKUU	1427416		1900	571	29	2	0	0	490201421	0
20202332	HAIBOKUU	2698379	DT	765	130	5	0	0	0	526639743	0
20202332	HAIBOKUU	2977857		1553	370	5	1	0	3	501637377	0
20202332	HAIBOKUU	2062536		2507	850	70	6	1	4	486303344	0
20202332	HAIBOKUU	1922668		1241	560	122	35	17	50	511170595	0
20202332	HAIBOKUU	2460193		1382	280	25	4	0	4	520156347	0
20202332	HAIBOKUU	3012110		2648	803	36	1	0	1	486305780	0
20202332	HAIBOKUU	1087294		1223	339	14	2	0	1	486302043	0
20202332	HAIBOKUU	1848678		1893	516	38	4	1	6	486302604	0
20202332	HAIBOKUU	963330		2986	780	17	4	0	2	486304143	0
20202332	HAIBOKUU	1433260	DT	612	364	93	17	10	18	509125259	0
20202332	HAIBOKUU	1592262	DT	974	521	147	51	17	19	500641783	0
20205897	entelecheia	5563410		5133	4113	595	79	28	138	667942043	0
20205897	entelecheia	5729586		3077	2366	243	40	24	65	667806903	0
20205897	entelecheia	5737040		5809	4599	643	128	34	197	667807378	0
20205897	entelecheia	5516105		5879	4066	426	63	25	101	654673638	0
20205897	entelecheia	4097226		5011	3396	500	97	35	211	638153497	0
20205897	entelecheia	3469849		5432	4186	794	132	69	215	612982603	0
20205897	entelecheia	3886726		4508	3072	421	67	20	112	639823303	0
20205897	entelecheia	4231313		4642	717	30	25	17	11	576226226	0
20205897	entelecheia	4001513	MR	4697	2385	140	12	7	29	638147129	0
20205897	entelecheia	2089432	MR	4484	3070	536	60	25	128	613584255	0
20205897	entelecheia	4404683	HT+MR	5693	4513	511	68	21	117	638500196	0
20205897	entelecheia	4974366	MR	5068	4006	605	88	43	190	638150785	0
20205897	entelecheia	3838922		4742	2818	580	106	43	170	595367664	0
20205897	entelecheia	3729442	NC+MR	2682	1675	181	13	6	32	639578727	0
20205897	entelecheia	4009587		2847	2311	419	50	7	70	638495626	0
20205897	entelecheia	5611269		3444	3806	713	122	37	115	667711663	0
20205897	entelecheia	4983858	MR	5957	5538	932	171	90	312	613585400	0
20205897	entelecheia	3497002	MR	5987	3484	458	73	23	106	577125147	0
20205897	entelecheia	3844594	MR	4994	3209	490	64	20	111	589106986	0
20205897	entelecheia	5074941	HT+MR	5620	3238	441	44	23	82	638149853	0
20205897	entelecheia	4009375	MR	5082	3885	700	108	31	178	638151821	0
20205897	entelecheia	3677003		6016	2591	245	21	7	40	639823870	0
20205897	entelecheia	4973159	MR	4470	2999	516	58	14	66	638496262	0
20205897	entelecheia	4722298	NC+MR	2764	2616	297	32	4	44	639579007	0
20205897	entelecheia	3918036		3872	2700	352	30	14	51	638496902	0
20205897	entelecheia	4000342	MR	6016	3385	388	56	22	83	654675088	0
20205897	entelecheia	4404686	MR	4707	3677	638	74	20	141	611738097	0
20205897	entelecheia	4183517	MR	2878	1076	172	27	8	34	577121502	0
20205897	entelecheia	3968336		4620	2471	361	42	20	87	638158202	0
20205897	entelecheia	4224583	MR	2735	2079	290	30	17	49	638497517	0
20205897	entelecheia	4492096		7407	828	27	10	11	17	578098696	0
20205897	entelecheia	5504474		4569	2617	269	43	18	84	654674059	0
20205897	entelecheia	3809992	MR	5203	3620	511	51	15	115	612984684	0
20205897	entelecheia	1900585	NC+MR	1644	334	62	18	3	9	577118496	0
20205897	entelecheia	3879909	MR	4840	2848	311	21	8	44	638245998	0
20205897	entelecheia	4404685	MR	4815	2496	168	9	5	19	638241604	0
20205897	entelecheia	4964418	MR	4513	2548	229	16	13	42	654672323	0
20205897	entelecheia	3517235	NC+MR	2566	1977	146	9	3	17	639576818	0
20205897	entelecheia	4520604	MR	2832	1053	139	7	5	29	592139637	0
20205897	entelecheia	4297374	HT	3373	1528	151	13	16	32	590764782	0
20205897	entelecheia	2205806	DT+MR	2269	713	103	20	7	20	637906460	0
20205897	entelecheia	2220863	DT+MR	2682	2193	463	73	22	100	624906648	0
20205897	entelecheia	5042671	MR	1942	2283	440	52	18	65	655856660	0
20205897	entelecheia	5153884	MR	4099	2059	162	19	2	16	638240964	0
20205897	entelecheia	4973158		3423	2539	348	51	24	115	611735540	0
20205897	entelecheia	5504414	MR	3121	1941	167	24	12	35	654671913	0
20205897	entelecheia	5548557	MR	4713	3277	366	36	16	58	667806035	0
20205897	entelecheia	4065224	MR	2323	1538	239	48	20	73	590764548	0
20205897	entelecheia	4893442		4231	1644	159	12	7	33	651037127	0
20205897	entelecheia	5549560	MR	3508	2388	240	40	12	62	667806257	0
20205897	entelecheia	3401407		2903	1225	222	31	10	53	577126512	0
20205897	entelecheia	5169604		2696	925	91	7	3	15	641163016	0
20205897	entelecheia	3797369		3184	146	3	0	0	0	575514089	0
20205897	entelecheia	4224584	MR	2906	1814	198	20	11	51	638244822	0
20205897	entelecheia	4005910	NC+MR	1168	702	135	3	2	12	607846392	0
20205897	entelecheia	3953704		4167	3460	645	88	38	160	611737140	0
20205897	entelecheia	4675234		4387	2822	369	45	43	111	654674421	0
20205897	entelecheia	3940625	MR	5165	2964	344	37	18	65	638243259	0
20205897	entelecheia	3924687		2613	2981	481	67	36	122	639391862	0
20205897	entelecheia	4065226	MR	2295	1134	101	5	4	12	638240098	0
20205897	entelecheia	4965556		4709	3326	561	59	29	141	613589532	0
20205897	entelecheia	4226188	NC+MR	1717	564	61	1	0	8	595089645	0
20205897	entelecheia	3226089	NC	2106	1795	296	34	9	52	612844626	0
20205897	entelecheia	1670744	NC+MR	1249	758	161	21	6	24	639578452	0
20205897	entelecheia	1679790	MR	1828	1048	345	68	28	52	578553022	0
20205897	entelecheia	4973089	MR	2667	1858	200	25	7	43	638243611	0
20205897	entelecheia	3682399	MR	5027	3301	417	42	8	68	638242719	0
20205897	entelecheia	4185165		2747	918	95	5	1	7	577121286	0
20205897	entelecheia	3537060	MR	2658	898	97	4	0	13	575514967	0
20205897	entelecheia	4763049	HT+MR	4130	1426	229	14	2	29	589107766	0
20205897	entelecheia	3180484	DT+MR	3543	1923	211	23	2	25	637904168	0
20205897	entelecheia	3389406	MR	5054	2111	343	29	7	42	589106143	0
20205897	entelecheia	4374839	NC+MR	1786	1201	156	46	5	53	655853470	0
20205897	entelecheia	2935047	DT	2444	1723	326	42	17	68	638011924	0
20205897	entelecheia	1679797		2100	804	111	15	0	23	575515116	0
20205897	entelecheia	3563179		2104	969	110	16	5	32	578548991	0
20205897	entelecheia	1531013		2161	687	56	3	2	13	637682035	0
20205897	entelecheia	4129720		4189	2925	485	50	33	147	638159180	0
20205897	entelecheia	4481282	MR	2984	1679	144	7	7	10	639824576	0
20205897	entelecheia	3769131	MR	5916	2611	477	77	12	101	638242174	0
20205897	entelecheia	1906189	DT+MR	3262	1808	289	39	11	49	637906315	0
20205897	entelecheia	3449261	MR	3098	1802	137	14	4	22	655855626	0
20205897	entelecheia	4145957		4845	1878	311	36	14	81	587437748	0
20205897	entelecheia	4673272		3935	2832	443	56	42	136	606098361	0
20205897	entelecheia	4282582	HT+MR	4948	1443	160	17	11	39	569871845	0
20205897	entelecheia	2727115	MR	4959	2711	216	21	6	33	612837496	0
20205897	entelecheia	3594454		2210	375	15	0	0	0	566695967	0
20205897	entelecheia	4520624	MR	4596	2770	259	26	4	36	640269973	0
20205897	entelecheia	3344165	MR	2831	924	108	9	4	17	612835433	0
20205897	entelecheia	3950097	MR	4499	2602	172	7	1	7	591347389	0
20205897	entelecheia	5642916	MR	2381	413	23	1	0	4	667805199	0
20205897	entelecheia	3728773	NC+MR	3885	2078	487	73	14	110	637908936	0
20205897	entelecheia	4945790	NC+MR	1768	1083	100	10	2	28	655853290	0
20205897	entelecheia	4236397		3988	564	31	15	5	10	575516240	0
20205897	entelecheia	4478869		4357	2936	504	54	18	131	638008809	0
20205897	entelecheia	4749216	MR	5996	2048	249	17	12	26	612834590	0
20205897	entelecheia	2259998	DT+MR	4751	2418	439	49	16	90	637905388	0
20205897	entelecheia	4520609	MR	2638	874	106	8	4	24	590763542	0
20205897	entelecheia	4616615	MR	3471	2398	482	61	23	104	590366834	0
20205897	entelecheia	4496118		3773	1446	77	13	3	19	597106599	0
20653500	nizaxaX	5540799		3670	2424	353	42	7	56	662144326	0
20653500	nizaxaX	5058169	MR	2746	1679	209	25	8	29	662822091	0
20653500	nizaxaX	5688756		3182	1980	212	12	4	13	662147460	0
20653500	nizaxaX	5575205		2877	2180	319	39	17	48	662822601	0
20653500	nizaxaX	5216542	MR	2936	1636	156	17	2	23	662509123	0
20653500	nizaxaX	4094064	HT	9406	5425	257	12	8	19	644775629	0
20653500	nizaxaX	5303528	DT+MR	920	939	109	16	14	16	662821368	0
20653500	nizaxaX	4294726		3599	2507	253	18	3	34	662145751	0
20653500	nizaxaX	4832317	DT	836	834	112	9	4	12	662142453	0
20653500	nizaxaX	5280625	MR	2081	1642	271	47	14	42	662508622	0
20653500	nizaxaX	5111622	HT	3294	1434	47	2	0	9	644776299	0
20653500	nizaxaX	5008074		3654	2242	246	38	10	37	649146576	0
20653500	nizaxaX	4974139	MR	2871	1388	142	30	5	17	662509681	0
20653500	nizaxaX	5213938		3477	2350	296	22	3	41	662148388	0
20653500	nizaxaX	4983215	DT+MR	2838	1482	297	72	5	63	662510429	0
20653500	nizaxaX	5105790	DT+MR	1532	1242	293	42	9	40	662821588	0
20653500	nizaxaX	4816094	MR	3156	1657	172	12	2	10	641200543	0
20653500	nizaxaX	767046	DT+MR	2766	963	101	9	1	13	643953431	0
20653500	nizaxaX	4569830		2921	2122	299	32	17	41	662511555	0
20653500	nizaxaX	4483379	MR	3794	3027	482	62	20	59	643953075	0
20653500	nizaxaX	3616430	DT	656	611	66	10	3	13	662142659	0
20653500	nizaxaX	5488814	DT	1844	959	62	5	4	9	656717968	0
20653500	nizaxaX	5510352		4014	2129	135	12	2	8	656718703	0
20653500	nizaxaX	5166606		2536	1476	81	8	3	14	643952056	0
20653500	nizaxaX	4312004	HT	5610	2556	167	14	2	24	573040601	0
20653500	nizaxaX	5253195		2183	835	44	2	4	3	642817265	0
20653500	nizaxaX	4387804		1773	956	112	9	0	9	572926210	0
20653500	nizaxaX	5203925		1133	575	47	1	0	3	641109532	0
20653500	nizaxaX	4279821		3205	1681	183	21	5	21	666006348	0
20653500	nizaxaX	5081013		2048	1920	312	38	5	37	662705929	0
20653500	nizaxaX	689769	DT	2409	733	81	14	0	14	574447446	0
20653500	nizaxaX	5182699		3041	1050	52	2	2	4	666117910	0
20653500	nizaxaX	5277832		3104	2296	264	15	4	17	642194029	0
20653500	nizaxaX	3917445	MR	3854	1527	83	8	2	12	666005837	0
20653500	nizaxaX	1971029	NC	1739	1095	79	7	7	10	645412482	0
20653500	nizaxaX	992512	MR	4759	1067	61	3	0	1	664100190	0
20653500	nizaxaX	3684026		4809	1592	83	9	0	14	666117437	0
20653500	nizaxaX	5212022	DT+MR	1538	224	14	0	0	6	647818092	0
20653500	nizaxaX	3988022	MR	1164	1124	72	5	7	12	662509936	0
20653500	nizaxaX	3972008		3634	1595	110	16	2	26	643951019	0
20653500	nizaxaX	4172533		2953	1683	109	11	3	8	573618708	0
20653500	nizaxaX	3976253	HT	6168	2467	110	4	1	3	571857772	0
20653500	nizaxaX	4389545		1966	570	21	0	0	2	666116016	0
20653500	nizaxaX	421066		3086	1039	104	21	1	28	648126052	0
20653500	nizaxaX	3987715		3346	1144	50	5	1	5	666116419	0
20653500	nizaxaX	4500245		3773	1705	203	20	1	6	589424458	0
20653500	nizaxaX	4829090	MR	3146	2555	402	46	12	29	642196007	0
20653500	nizaxaX	4910677		2432	1181	81	4	1	11	645073300	0
20653500	nizaxaX	975667	DT+MR	2766	838	83	6	1	6	574445347	0
20653500	nizaxaX	5260776	DT	1131	206	11	6	2	8	665546092	0
20653500	nizaxaX	4174281	DT	1096	1156	148	12	0	18	646923179	0
20653500	nizaxaX	4010632		3382	1955	246	16	3	16	589423033	0
20653500	nizaxaX	4757059		3838	2206	202	22	3	20	643951575	0
20653500	nizaxaX	4025150		2969	1514	147	7	2	13	589200529	0
20653500	nizaxaX	4853621		2493	1895	243	27	3	35	644777142	0
20653500	nizaxaX	3686104		3136	431	40	5	4	8	664001709	0
20653500	nizaxaX	5031845	DT	748	350	52	22	0	24	648294780	0
20653500	nizaxaX	4125876	DT	1804	762	80	24	6	20	665548058	0
20653500	nizaxaX	4589677		3329	1558	95	2	1	6	589422537	0
20653500	nizaxaX	5170433	DT+MR	1924	940	226	58	3	75	647818346	0
20653500	nizaxaX	3525702	DT	837	499	77	12	7	12	646922768	0
20653500	nizaxaX	5232838		3320	2100	360	52	10	58	645074149	0
20653500	nizaxaX	5105809		1810	317	17	14	0	5	666115412	0
20653500	nizaxaX	1021312		1573	477	31	0	0	0	666115281	0
20653500	nizaxaX	3938191	MR	3452	1471	54	1	0	7	666004913	0
20653500	nizaxaX	4376982	HT	3214	2564	292	25	8	30	572660861	0
20653500	nizaxaX	5111834		7969	3511	212	9	3	19	6036916082	1
20653500	nizaxaX	5317688		3137	2218	331	30	6	48	637639143	0
20653500	nizaxaX	4435571		2690	1883	144	5	3	4	571655744	0
20653500	nizaxaX	5223900		2883	856	16	0	1	1	664796702	0
20653500	nizaxaX	4858676		3902	1490	57	0	0	2	664001302	0
20653500	nizaxaX	3922066	DT	1880	1646	119	5	0	7	643944126	0
20653500	nizaxaX	4034454		2797	1632	166	23	8	14	666116903	0
20653500	nizaxaX	4311938	HT	2017	1041	58	6	1	4	571080355	0
20653500	nizaxaX	4747947		2439	1087	74	3	1	2	636207487	0
20653500	nizaxaX	1315053		1552	339	34	2	0	1	643640295	0
20653500	nizaxaX	3583899		1785	452	40	6	1	4	572662117	0
20653500	nizaxaX	5207902		1744	345	37	0	0	0	666114391	0
20653500	nizaxaX	3413575		1649	346	13	1	1	3	664795855	0
20653500	nizaxaX	4005126		5104	1469	67	4	0	6	666114978	0
20653500	nizaxaX	4124231		1347	193	7	1	0	5	666113247	0
20653500	nizaxaX	3702113		1883	476	54	9	0	0	664796239	0
20653500	nizaxaX	3995196	MR	2030	1254	48	1	0	0	572471734	0
20653500	nizaxaX	2387330	DT	1640	586	57	2	1	1	572741008	0
20653500	nizaxaX	4234586		2660	850	30	1	7	2	668655742	0
20653500	nizaxaX	2567925		1710	544	87	17	5	14	647918605	0
20653500	nizaxaX	1023071		1527	439	23	1	0	1	666113476	0
20653500	nizaxaX	3167576	DT	2050	1495	268	40	9	29	648297631	0
20653500	nizaxaX	823842		4334	1104	89	7	0	0	666114097	0
20653500	nizaxaX	5602392		1384	653	29	0	0	0	669279718	0
20653500	nizaxaX	3860593	DT+MR	771	213	35	2	0	6	641200786	0
20653500	nizaxaX	4144490		1381	565	22	0	0	2	650277238	0
20653500	nizaxaX	1408345	NC	2157	604	54	2	0	2	669197955	0
20653500	nizaxaX	1091460	DT	1188	544	120	23	4	8	572659918	0
20653500	nizaxaX	1181795		3817	568	6	1	0	3	649044087	0
20653500	nizaxaX	834370	NC	1289	471	61	3	3	2	669198115	0
20653500	nizaxaX	4115385		1875	806	12	0	0	3	643342602	0
20653500	nizaxaX	4133548		2261	681	26	6	0	0	571079271	0
20653500	nizaxaX	2749117		1933	732	30	0	0	0	560345991	0
20653500	nizaxaX	963330	DT	2713	866	163	26	5	16	574445922	0
21207706	Shirasu-Azusa	4094064		17596	8013	891	155	69	331	6057128346	1
21207706	Shirasu-Azusa	5540799		6655	1952	166	32	19	59	6395007203	1
21207706	Shirasu-Azusa	5303528	DT+MR	2671	825	46	16	5	26	6442237563	1
21207706	Shirasu-Azusa	5058169		4633	1346	58	11	7	31	6358823122	1
21207706	Shirasu-Azusa	5105790	DT	3446	1255	121	21	5	33	6334831308	1
21207706	Shirasu-Azusa	5111622	MR	5212	1888	240	32	16	61	6442159329	1
21207706	Shirasu-Azusa	5280625	MR	4252	1603	118	17	15	41	6334795093	1
21207706	Shirasu-Azusa	5422741	DT	3839	1522	168	16	9	46	6529215070	1
21207706	Shirasu-Azusa	4832317	DT+MR	2117	869	64	7	2	24	5644980521	1
21207706	Shirasu-Azusa	4376982	MR	7923	2774	255	36	26	99	6057177761	1
21207706	Shirasu-Azusa	5216542		5029	1382	52	7	3	15	6057265522	1
21207706	Shirasu-Azusa	4978739		6852	2456	146	14	9	23	5707460238	1
21207706	Shirasu-Azusa	4483379		9410	2703	166	17	20	25	6358755596	1
21207706	Shirasu-Azusa	5269878	HT	10343	4064	336	40	24	87	5645184964	1
21207706	Shirasu-Azusa	4858676	DT	6014	2443	219	35	19	65	5645088731	1
21207706	Shirasu-Azusa	4294726	MR	6660	2248	101	8	1	27	5780442432	1
21207706	Shirasu-Azusa	3616430	DT	1927	608	51	1	1	5	6442172053	1
21207706	Shirasu-Azusa	4979009		6927	2636	295	34	13	94	6334766889	1
21207706	Shirasu-Azusa	4804975		6883	2477	203	22	20	53	6358785342	1
21207706	Shirasu-Azusa	4312004		7785	3517	410	63	35	122	5582994136	1
21207706	Shirasu-Azusa	5510352	DT+MR	6327	2945	610	134	56	228	6442199692	1
21207706	Shirasu-Azusa	5253195	DT+MR	3378	1521	331	48	11	69	6442259643	1
21207706	Shirasu-Azusa	5327751	DT+MR	5315	1538	91	7	5	27	6442224651	1
21207706	Shirasu-Azusa	5383786	DT+MR	3048	1330	167	30	10	50	6589122118	1
21207706	Shirasu-Azusa	4517051		9531	3886	370	54	34	119	5776784867	1
21207706	Shirasu-Azusa	5008074		7163	2048	117	10	8	15	5722434230	1
21207706	Shirasu-Azusa	5378114	DT	3379	1562	246	47	16	76	5991519191	1
21207706	Shirasu-Azusa	4569830		6022	2243	155	11	7	33	5261431354	1
21207706	Shirasu-Azusa	5366651	MR	5393	2279	179	21	14	42	6011663426	1
21207706	Shirasu-Azusa	5081013		4604	1748	90	5	3	18	5645125607	1
21207706	Shirasu-Azusa	5133527	MR	5601	2170	166	17	11	54	5757715057	1
21207706	Shirasu-Azusa	4983215	DT+MR	4058	1252	173	39	13	62	6442136804	1
21207706	Shirasu-Azusa	5213938		6533	2543	189	12	6	14	5722088785	1
21207706	Shirasu-Azusa	5278266		8110	3656	375	56	26	88	6317414993	1
21207706	Shirasu-Azusa	4974139		4976	1139	40	6	3	18	6358849693	1
21207706	Shirasu-Azusa	5088628	DT	2951	1097	52	9	3	28	5862454444	1
21207706	Shirasu-Azusa	4398599		7112	2835	337	58	37	151	6442448529	1
21207706	Shirasu-Azusa	5426619		5591	1965	120	10	8	31	6317369943	1
